RMS_DE,Variance_DE,Mean_DE,STD_DE,Kurtosis_DE,Skewness_DE,Peak_DE,CrestFactor_DE,SNR_DE,Entropy_DE,Energy_DE,DE_Label
1.1522,0.70273,1.1558,1.1518,-0.74686,-0.71874,1.1287,-0.9307,-0.66134,0.97905,1.1402,4
0.85986,0.33622,0.92343,0.85015,-0.89201,-0.93164,1.0029,-1.2062,-0.49361,0.96848,0.79033,4
1.2675,0.85863,1.2756,1.2663,-0.76084,-0.74349,0.58447,-0.74915,-0.74977,1.048,1.0715,4
1.2297,0.79731,1.2794,1.2221,-0.87518,-0.89287,1.1744,-1.3079,-0.63049,0.98881,0.9055,4
1.3683,0.99352,1.4195,1.3603,-0.82969,-0.8371,1.0998,-1.0976,0.013252,1.0216,1.1704,4
1.4128,1.0629,1.4495,1.4071,-0.81214,-0.81304,0.21734,-0.99846,-0.74759,1.0932,1.2894,4
0.99943,0.4946,1.0792,0.98706,-0.869,-0.90017,-0.23612,-1.1832,-0.4042,1.1144,0.91405,4
1.3768,1.012,1.4023,1.3729,-0.7939,-0.77724,-0.47301,-1.0218,-0.67468,1.0491,1.0927,4
1.6629,1.4708,1.6586,1.6634,-0.7878,-0.75628,0.32293,-1.0553,-0.64652,1.0776,1.2483,4
1.1294,0.66431,1.1743,1.1225,-0.75731,-0.75277,0.77722,-0.7033,-0.40971,1.1094,1.0825,4
1.5187,1.2316,1.5319,1.5167,-0.80578,-0.79687,0.24479,-1.0541,-0.6723,1.0149,1.3293,4
1.1835,0.73631,1.2254,1.1771,-0.80815,-0.8115,0.25387,-0.826,-0.35084,1.0709,1.0178,4
1.5186,1.229,1.5419,1.515,-0.7866,-0.78276,1.7045,-0.79211,-0.6118,1.0351,1.1676,4
1.5707,1.314,1.5859,1.5683,-0.78567,-0.77211,-0.3901,-0.97683,-0.42124,1.0609,1.2332,4
1.0743,0.59575,1.1096,1.069,-0.79515,-0.79498,0.86454,-1.0212,-0.61737,0.98172,1.0473,4
1.6176,1.4115,1.5485,1.6279,-0.73487,-0.67523,0.71678,-1.0185,-0.67944,0.88859,1.3297,4
1.1987,0.75951,1.2275,1.1943,-0.78286,-0.76997,0.79882,-0.94966,-0.77699,1.1063,0.98322,4
1.3092,0.91334,1.3366,1.305,-0.83432,-0.83437,0.18691,-1.1003,-0.70583,1.0475,0.97517,4
1.9405,1.9717,1.9107,1.9447,-0.71499,-0.68714,1.1364,-0.61469,-0.55996,1.0278,1.5719,4
1.0222,0.53001,1.0622,1.0162,-0.80219,-0.81616,-0.37421,-0.86822,-0.48689,1.0435,0.93446,4
1.5389,1.2659,1.5425,1.5383,-0.79215,-0.78049,-0.21018,-0.93559,-0.44033,0.9307,1.161,4
1.507,1.2166,1.5059,1.5071,-0.74495,-0.72412,0.50808,-0.68783,-0.94565,1.0638,1.1097,4
1.4482,1.1261,1.4446,1.4488,-0.75555,-0.72202,-0.43964,-0.81453,-0.70649,1.0563,1.0525,4
1.5048,1.2089,1.5213,1.5022,-0.78668,-0.78928,0.89624,-0.78839,-0.22915,0.99218,1.2882,4
1.1005,0.62982,1.132,1.0958,-0.81854,-0.8169,0.82589,-1.0289,-0.86791,1.0402,0.98993,4
1.5196,1.2474,1.4726,1.5267,-0.74992,-0.70512,0.674,-0.92472,-0.51678,0.93595,1.1494,4
1.4049,1.0504,1.4447,1.3987,-0.85606,-0.872,-0.23364,-1.0334,-0.73807,1.0508,1.0169,4
1.0401,0.5533,1.0736,1.0351,-0.7717,-0.75289,-1.2948,-0.88892,-0.89688,1.112,0.82611,4
1.2979,0.89979,1.314,1.2955,-0.83208,-0.84446,0.37751,-0.84436,-0.75854,0.98353,1.073,4
1.0928,0.62434,1.1022,1.0915,-0.75465,-0.72842,-0.099055,-0.93113,-0.86098,0.96176,0.93228,4
1.1323,0.66979,1.1692,1.1267,-0.7746,-0.7603,0.64467,-0.9007,-0.81405,1.0407,0.81353,4
1.3316,0.94331,1.3688,1.3259,-0.74084,-0.75549,0.91956,-0.47582,0.2808,1.0868,0.9441,4
1.1854,0.74296,1.2079,1.182,-0.78896,-0.77014,0.99762,-1.0546,-0.64622,1.0594,0.97508,4
1.2775,0.87503,1.2751,1.278,-0.74807,-0.73763,-0.7482,-0.57719,0.13019,1.0231,1.0516,4
1.0603,0.58334,1.0689,1.0592,-0.77749,-0.7613,-0.34214,-0.88603,-0.87551,1.0459,0.88231,4
1.8216,1.7523,1.7955,1.8254,-0.61664,-0.58743,-1.194,-0.35297,0.092491,1.1255,1.2996,4
0.86013,0.34012,0.90353,0.85366,-0.77929,-0.76475,-0.41227,-0.93031,-0.99779,1.0892,0.76175,4
1.0372,0.55302,1.0543,1.0349,-0.80528,-0.79329,0.75602,-1.0791,-0.60996,1.0394,0.93762,4
1.6115,1.3934,1.575,1.6169,-0.57702,-0.52806,0.61459,-0.31409,-0.83655,1.0874,1.1989,4
0.9337,0.42755,0.95636,0.93048,-0.77563,-0.74965,0.48425,-1.0423,-0.83198,1.1097,0.73184,4
1.948,1.9868,1.9147,1.9528,-0.64714,-0.626,-1.9322,-0.38782,0.21394,1.0308,1.419,4
1.5044,1.2148,1.4937,1.506,-0.70845,-0.68206,-0.79172,-0.6412,-0.76161,1.0641,1.2538,4
1.1291,0.66821,1.1531,1.1255,-0.82212,-0.8198,-1.3432,-1.1573,-0.97651,1.054,0.91273,4
1.5963,1.3535,1.6193,1.5926,-0.76232,-0.76161,-1.1665,-0.65551,-0.55485,1.0543,1.2183,4
1.2969,0.89582,1.3248,1.2927,-0.8003,-0.79351,-0.41252,-1.1152,-0.78145,1.0469,0.91809,4
1.7576,1.6308,1.7615,1.7568,-0.67749,-0.65713,-0.60003,-0.55718,-0.90134,1.0219,1.3868,4
1.5363,1.2651,1.5266,1.5378,-0.75923,-0.73551,0.19121,-0.9816,-0.85783,0.98911,1.2163,4
1.6583,1.4667,1.6399,1.661,-0.64481,-0.60734,-1.1717,-0.52016,0.20068,1.1525,1.2732,4
1.3668,0.9981,1.3888,1.3635,-0.7474,-0.74688,-1.723,-0.59091,-0.71001,1.1174,1.0822,4
1.5632,1.2976,1.5955,1.5581,-0.79776,-0.78269,-0.93051,-1.0903,-0.62459,1.0682,1.0776,4
1.7173,1.5606,1.7233,1.7163,-0.65942,-0.64795,-1.1996,-0.47526,-0.86967,1.1217,1.4196,4
1.1115,0.65477,1.0887,1.1152,-0.70681,-0.64968,-0.14885,-0.90135,-0.52613,1.009,0.90377,4
1.0741,0.59345,1.1199,1.0672,-0.70947,-0.70209,0.28152,-0.61147,-0.78082,1.2219,0.89611,4
1.4012,1.052,1.4107,1.3998,-0.75357,-0.73634,0.48094,-0.66355,-0.53742,1.004,1.0775,4
1.4622,1.1377,1.4997,1.4563,-0.74968,-0.7293,-0.72415,-0.90435,-0.68278,1.1991,1.1156,4
1.5406,1.2757,1.5155,1.5444,-0.6322,-0.60887,-0.26652,-0.45799,-0.9037,1.0249,1.2475,4
1.311,0.91932,1.3235,1.3092,-0.76019,-0.7288,-1.5668,-0.97789,-0.71036,1.1058,1.002,4
1.2683,0.85529,1.2971,1.2639,-0.73808,-0.73185,-1.3656,-0.59661,-0.63619,1.1399,1.025,4
1.3267,0.92795,1.4004,1.3152,-0.80989,-0.83178,-1.4467,-0.77666,-0.70225,1.156,1.0015,4
1.3413,0.95877,1.3726,1.3365,-0.79431,-0.78714,0.29946,-0.98561,-0.69507,1.0749,1.0529,4
1.2392,0.82447,1.2229,1.2418,-0.64021,-0.60745,-0.83501,-0.39689,-0.37774,1.0979,1.0555,4
1.3316,0.94921,1.343,1.3299,-0.73232,-0.71632,-1.1473,-0.6649,-0.92092,1.0305,1.0279,4
1.2717,0.8709,1.2508,1.2751,-0.60445,-0.5719,-1.7494,-0.2479,-0.034959,1.0998,0.93267,4
1.4639,1.1436,1.4879,1.4602,-0.67332,-0.66005,-1.7287,-0.48012,-0.73081,1.1134,1.0994,4
1.0328,0.5441,1.0672,1.0276,-0.77369,-0.78818,-1.4894,-0.66882,-0.71162,1.0947,0.87633,4
1.2735,0.86072,1.3109,1.2678,-0.70764,-0.70968,-1.0891,-0.44762,-0.26742,1.0763,1.0672,4
1.203,0.7855,1.1345,1.2135,-0.61328,-0.52968,-0.8319,-0.54709,-0.43134,1.0847,0.92669,4
1.4014,1.052,1.4117,1.3998,-0.69355,-0.69199,-1.5095,-0.44992,0.20606,1.0876,1.0369,4
1.1543,0.69859,1.1918,1.1487,-0.74384,-0.74267,-1.3766,-0.73717,-0.76506,1.0964,0.96766,4
1.0234,0.55326,0.94769,1.0351,-0.63067,-0.54822,-0.89803,-0.67623,-0.22295,0.93858,0.78976,4
1.0561,0.57258,1.093,1.0506,-0.76609,-0.76792,-1.3614,-0.60823,-0.78494,1.1256,0.848,4
1.2672,0.86491,1.2445,1.2708,-0.63477,-0.58531,-1.3567,-0.5013,-0.37157,0.99649,0.94805,4
1.5926,1.351,1.6018,1.5911,-0.72723,-0.72209,-0.26416,-0.55257,-0.82833,1.1112,1.1784,4
1.2512,0.83994,1.2408,1.253,-0.62986,-0.60644,-0.95877,-0.37562,-0.4798,1.126,1.0239,4
1.1476,0.69715,1.1489,1.1476,-0.66793,-0.63275,-0.025961,-0.49565,-0.6594,1.0259,0.90414,4
2.002,2.1011,1.9292,2.0127,-0.55328,-0.47163,0.87499,-0.37601,0.21725,0.95036,2.1078,5
2.3148,2.7858,2.0889,2.3475,-0.25624,-0.13695,0.27019,0.15762,-0.42143,1.0215,2.2167,5
1.971,2.0305,1.9369,1.9759,-0.64408,-0.57221,1.9041,-0.68423,0.82251,0.98804,2.4019,5
2.2912,2.7328,2.0722,2.3229,-0.24734,-0.12974,0.84431,0.22211,-0.25652,1.0454,2.2749,5
2.2762,2.6899,2.0929,2.3028,-0.38046,-0.26117,1.8501,-0.126,-0.37267,1.0262,2.3044,5
2.1181,2.3383,2.0154,2.1332,-0.47583,-0.38437,0.56146,-0.23789,0.051601,0.94616,2.0639,5
2.4181,3.0065,2.2125,2.4479,-0.35528,-0.24049,1.5013,-0.0019452,-0.36089,0.94833,2.3685,5
1.9096,1.9237,1.8456,1.9191,-0.55426,-0.46366,1.547,-0.44646,0.61188,1.0402,2.208,5
2.4946,3.1932,2.2465,2.5304,-0.25764,-0.13454,1.983,0.20346,0.64378,1.0041,2.2329,5
2.1523,2.4278,1.9809,2.1773,-0.3998,-0.27748,0.80231,-0.20081,-0.19036,0.98887,2.1158,5
2.0695,2.2562,1.9156,2.0921,-0.34825,-0.23285,1.0286,-0.024947,-0.13145,1.0586,1.8299,5
2.2005,2.5234,2.042,2.2237,-0.42685,-0.3155,0.87296,-0.23628,-0.22109,0.9914,2.3619,5
1.6899,1.5283,1.6396,1.6974,-0.52261,-0.43421,1.2245,-0.35631,0.17662,1.0254,1.9327,5
2.2667,2.6751,2.0658,2.2959,-0.30787,-0.1865,0.068604,0.052147,-0.39111,1.0104,2.0896,5
1.8755,1.8821,1.7315,1.8967,-0.36768,-0.25327,0.86861,-0.071315,-0.28828,1.0651,1.7765,5
1.9226,1.9638,1.801,1.9405,-0.39689,-0.28674,0.77281,-0.17173,-0.22713,1.0681,1.7455,5
1.9466,2.008,1.8282,1.964,-0.45026,-0.34606,0.60163,-0.2407,-0.13728,1.0791,2.1044,5
1.6752,1.5005,1.6359,1.681,-0.5583,-0.4742,1.9343,-0.49904,0.041419,1.0687,1.8552,5
2.1393,2.4049,1.9558,2.1661,-0.30997,-0.18924,0.34074,0.037821,-0.21355,1.1075,2.0332,5
1.937,2.0037,1.7686,1.9617,-0.29598,-0.18128,0.60656,0.12169,-0.074347,1.0827,1.5975,5
2.0384,2.1899,1.9018,2.0584,-0.41375,-0.30495,0.77651,-0.14983,-0.22907,1.1171,2.0599,5
2.0335,2.1761,1.9114,2.0514,-0.48407,-0.3826,0.61105,-0.24522,-0.062321,1.0102,2.2089,5
1.9627,2.0285,1.8805,1.9748,-0.55537,-0.46418,1.7361,-0.46439,0.35797,1.0147,2.041,5
2.2059,2.5445,2.0134,2.2339,-0.34553,-0.22808,1.2909,0.016441,-0.28307,1.0177,2.0404,5
2.1028,2.3315,1.9181,2.1297,-0.3478,-0.22114,1.125,-0.092265,-0.34594,1.0459,1.8491,5
2.3736,2.8978,2.2003,2.3988,-0.39341,-0.28313,0.015653,-0.079472,-0.20149,1.047,2.4631,5
2.0957,2.3012,1.9665,2.1146,-0.47886,-0.37367,1.1287,-0.30951,-0.14046,1.0053,2.3475,5
2.3749,2.8959,2.2163,2.398,-0.4612,-0.35779,1.0029,-0.24603,-0.12067,0.97561,2.4441,5
2.3342,2.8055,2.1807,2.3566,-0.42189,-0.32121,0.58447,-0.089461,0.030512,1.047,2.1351,5
2.5473,3.3083,2.3194,2.5802,-0.36466,-0.24466,1.1744,-0.046063,-0.11054,1.0024,2.2873,5
2.4618,3.0827,2.3244,2.4818,-0.44208,-0.34813,1.0998,-0.08531,0.22565,0.98981,2.6118,5
2.2222,2.559,2.0949,2.2408,-0.48808,-0.39236,0.21734,-0.2054,-0.1002,0.93927,2.4323,5
2.374,2.8893,2.2301,2.3949,-0.50027,-0.40156,-0.23612,-0.33762,-0.16192,0.93939,2.4056,5
2.4103,2.9816,2.228,2.4367,-0.36728,-0.27211,-0.47301,0.11325,-0.16663,0.9185,2.0721,5
2.7135,3.6989,2.5022,2.744,-0.42659,-0.3123,0.32293,-0.26812,-0.25815,0.93473,2.5717,5
2.4097,2.9597,2.2912,2.4268,-0.48589,-0.40092,0.77722,-0.16872,0.32578,0.89115,2.5815,5
2.161,2.4259,2.0559,2.1763,-0.52679,-0.4333,0.24479,-0.36063,-0.11541,0.84879,2.3942,5
2.5228,3.2331,2.3507,2.5477,-0.4962,-0.39275,0.25387,-0.31253,0.052515,0.92989,2.4229,5
2.2073,2.5348,2.0576,2.2292,-0.36598,-0.27354,1.7045,0.11426,0.033688,1.0363,1.9708,5
2.617,3.455,2.4396,2.6426,-0.49283,-0.39306,-0.3901,-0.23149,0.10051,0.92599,2.4996,5
2.042,2.1702,1.9978,2.0483,-0.55854,-0.48425,0.86454,-0.3359,0.48123,0.97011,2.3767,5
1.9369,1.9823,1.8455,1.9504,-0.51413,-0.42623,0.71678,-0.21946,0.058938,0.92175,2.1175,5
2.2192,2.5378,2.1404,2.2306,-0.59318,-0.51178,0.79882,-0.49795,0.18505,1.0278,1.9829,5
1.9508,2.0007,1.8868,1.9602,-0.51041,-0.42946,0.18691,-0.2122,0.28413,1.0495,1.9085,5
2.4,2.9271,2.316,2.4121,-0.60235,-0.52323,1.1364,-0.54288,0.15947,0.93605,2.358,5
1.8476,1.8075,1.7916,1.8559,-0.49596,-0.40792,-0.37421,-0.25776,0.099507,1.0779,2.2332,5
1.9619,2.0355,1.849,1.9785,-0.47796,-0.37675,-0.21018,-0.21686,-0.019546,1.0223,1.8956,5
2.2489,2.6054,2.1528,2.2629,-0.56164,-0.47253,0.50808,-0.44829,0.22166,1.0356,1.954,5
2.0644,2.2245,1.9852,2.076,-0.51692,-0.43077,-0.43964,-0.32786,0.092479,1.0702,1.9385,5
2.1615,2.4111,2.1088,2.1691,-0.60948,-0.53537,0.89624,-0.65798,0.19808,1.0198,2.2457,5
1.8482,1.811,1.7827,1.8579,-0.49224,-0.39942,0.82589,-0.27917,-0.12771,1.1344,2.0287,5
2.1033,2.3178,1.9692,2.1229,-0.42588,-0.32698,0.674,-0.067641,-0.043501,1.0167,1.9227,5
2.103,2.3004,2.0262,2.1142,-0.57836,-0.49356,-0.23364,-0.46256,0.30641,1.0787,1.912,5
2.193,2.4843,2.1118,2.2048,-0.48966,-0.40876,-1.2948,-0.20616,0.067014,1.0441,1.9963,5
1.9702,2.0304,1.9317,1.9758,-0.61213,-0.53481,0.37751,-0.69235,0.10079,1.011,2.1064,5
1.8881,1.885,1.8195,1.8982,-0.54439,-0.46043,-0.099055,-0.36401,-0.079655,1.0279,2.0612,5
2.1194,2.3417,2.0144,2.1348,-0.49385,-0.40195,0.64467,-0.28345,-0.055264,1.0304,1.8282,5
2.0603,2.2046,2.0209,2.0659,-0.65562,-0.58959,0.91956,-0.66825,0.4203,1.0164,1.9299,5
2.2955,2.7088,2.1845,2.3117,-0.46593,-0.37696,0.99762,-0.19459,-0.037143,0.92507,2.1424,5
2.1036,2.3013,2.0273,2.1147,-0.57723,-0.48841,-0.7482,-0.57821,0.12713,0.95088,2.3097,5
2.0097,2.1289,1.8909,2.0271,-0.48018,-0.38337,-0.34214,-0.20926,0.21793,1.001,1.9967,5
2.3748,2.8922,2.2267,2.3963,-0.44097,-0.34328,-1.194,-0.12313,-0.0080972,1.0026,1.9812,5
2.196,2.4899,2.1165,2.2075,-0.61379,-0.52799,-0.41227,-0.68461,0.5585,1.0716,2.0641,5
2.4741,3.1027,2.3602,2.4906,-0.43769,-0.35652,0.75602,-0.037716,0.12879,0.98198,2.3665,5
2.1924,2.4947,2.0728,2.2098,-0.50864,-0.41017,0.61459,-0.34823,-0.019718,0.9797,2.4607,5
2.1915,2.482,2.1078,2.2037,-0.53669,-0.45607,0.48425,-0.30839,0.22914,0.96884,2.0182,5
2.5806,3.3627,2.4223,2.6035,-0.44568,-0.34681,-1.9322,-0.14412,-0.031491,1.0179,2.3616,5
2.4532,3.0519,2.3503,2.4681,-0.61131,-0.52448,-0.79172,-0.65578,0.45653,0.96446,2.2871,5
2.5206,3.2189,2.3762,2.5415,-0.41132,-0.32066,-1.3432,-0.044371,0.13031,0.88969,2.515,5
2.1739,2.462,2.0367,2.194,-0.47977,-0.38099,-1.1665,-0.322,-0.18948,0.94828,2.3848,5
2.4311,3.0029,2.3265,2.4463,-0.55863,-0.47638,-0.41252,-0.47613,0.064695,0.8989,2.1984,5
2.7325,3.7355,2.5495,2.7589,-0.4145,-0.31166,-0.60003,-0.11644,-0.065263,0.93272,2.3732,5
2.6545,3.5138,2.5643,2.6674,-0.62356,-0.54484,0.19121,-0.70808,0.37855,0.90571,2.489,5
2.4606,3.0838,2.3113,2.4823,-0.42403,-0.32318,-1.1717,-0.28421,-0.16191,0.95665,2.5405,5
2.195,2.5206,2.0071,2.2223,-0.36088,-0.24608,-1.723,-0.057956,-0.17426,0.92607,2.1726,5
2.5312,3.235,2.411,2.5485,-0.53344,-0.44732,-0.93051,-0.42758,0.07995,0.88009,2.2883,5
2.3955,2.9353,2.2559,2.4158,-0.44574,-0.35375,-1.1996,-0.1282,0.020923,0.89998,2.0828,5
2.4833,3.1053,2.4232,2.4918,-0.65443,-0.58396,-0.14885,-0.82567,0.43194,0.91252,2.3541,5
2.2836,2.7034,2.1077,2.3092,-0.37827,-0.2616,0.28152,-0.30951,-0.19552,0.9085,2.3318,5
2.2478,2.6265,2.0755,2.2729,-0.40148,-0.29264,0.48094,-0.13226,-0.1398,0.95894,2.0076,5
2.3605,2.8431,2.2683,2.3738,-0.56713,-0.48477,-0.72415,-0.5332,0.14937,0.92338,2.1393,5
2.0812,2.2616,1.9891,2.0948,-0.44861,-0.35517,-0.26652,-0.23729,-0.11279,1.043,1.8195,5
2.3932,2.9089,2.319,2.4039,-0.61195,-0.53186,-1.5668,-0.65702,0.27905,0.95254,2.2447,5
2.023,2.1687,1.8553,2.0476,-0.32178,-0.20335,-1.3656,-0.17788,-0.19607,1.0552,2.0457,5
2.1238,2.3612,1.9823,2.1445,-0.40646,-0.30671,-1.4467,-0.099868,-0.13168,1.01,1.7874,5
2.2518,2.6073,2.1686,2.2638,-0.53844,-0.44873,0.29946,-0.5577,0.062344,1.0899,1.973,5
2.1374,2.3773,2.0347,2.1525,-0.45319,-0.35568,-0.83501,-0.26929,-0.18456,1.0756,1.8074,5
2.1874,2.4648,2.1322,2.1953,-0.62967,-0.55298,-1.1473,-0.76258,0.11471,1.0455,2.1596,5
1.9025,1.9325,1.7572,1.9238,-0.36575,-0.24164,-1.7494,-0.27644,-0.25996,1.1216,1.7855,5
2.3306,2.8032,2.1592,2.3555,-0.39084,-0.2779,-1.7287,-0.18069,-0.17455,1.0609,1.9964,5
2.2609,2.6281,2.1729,2.2737,-0.53064,-0.44373,-1.4894,-0.44272,0.02724,1.028,2.012,5
2.2809,2.6808,2.1595,2.2986,-0.44524,-0.34081,-1.0891,-0.38362,-0.10915,1.0304,1.9503,5
2.2293,2.5623,2.1398,2.2423,-0.56433,-0.47703,-0.8319,-0.50735,0.051872,0.94306,2.1201,5
2.0104,2.1351,1.8746,2.0303,-0.46608,-0.35003,-1.5095,-0.49135,0.025714,1.0264,1.9155,5
2.3397,2.8119,2.2034,2.3595,-0.40765,-0.31358,-1.3766,-0.10709,-0.18868,0.94637,2.169,5
2.3694,2.8701,2.2533,2.3862,-0.55358,-0.45296,-0.89803,-0.61955,0.33214,0.86567,2.0962,5
2.3975,2.9227,2.3104,2.4101,-0.54143,-0.45226,-1.3614,-0.59538,0.12978,0.94666,2.1046,5
2.2081,2.5253,2.095,2.2246,-0.56196,-0.46016,-1.3567,-0.64258,0.1171,1.0099,2.1597,5
2.1184,2.3437,1.9996,2.1358,-0.5606,-0.45913,-0.26416,-0.68823,0.26604,0.93111,2.0308,5
2.7343,3.7454,2.5355,2.763,-0.37961,-0.27259,-0.95877,-0.16609,-0.17994,0.93144,2.4286,5
2.3666,2.8587,2.267,2.381,-0.5855,-0.49071,-0.025961,-0.65222,0.39282,0.92433,2.1446,5
-0.66449,-0.535,-0.68471,-0.66007,1.0109,0.96069,0.87499,1.3113,1.5232,-0.66809,-0.68113,6
-0.65659,-0.53459,-0.68134,-0.65148,0.95308,0.96677,0.27019,1.1017,0.44813,-0.70136,-0.67671,6
-0.66012,-0.53478,-0.6823,-0.6554,0.99652,0.9504,1.9041,1.2253,0.30333,-0.7095,-0.68022,6
-0.6521,-0.53435,-0.67627,-0.64708,1.0102,0.98692,0.84431,1.2828,0.31958,-0.64621,-0.67183,6
-0.6651,-0.53507,-0.67983,-0.6616,0.14862,0.21903,1.8501,0.5123,0.34732,-0.67333,-0.67153,6
-0.64856,-0.53421,-0.66661,-0.6445,0.39171,0.42802,0.56146,0.87746,1.1985,-0.52494,-0.66456,6
-0.66914,-0.53522,-0.68641,-0.66521,0.025073,0.15307,1.5013,0.26752,0.58779,-0.72605,-0.68047,6
-0.66436,-0.53499,-0.68426,-0.66,-0.183,0.048278,1.547,-0.24913,0.95161,-0.78134,-0.67647,6
-0.66943,-0.53521,-0.68978,-0.66499,1.1344,1.0816,1.983,1.3395,-0.013009,-0.77357,-0.68044,6
-0.66142,-0.53485,-0.68315,-0.65677,0.82226,0.88343,0.80231,0.94162,-0.25934,-0.69547,-0.68068,6
-0.67117,-0.53534,-0.68274,-0.66825,-0.058476,-0.0021738,1.0286,0.18725,0.2249,-0.5808,-0.68003,6
-0.66756,-0.5351,-0.69249,-0.66242,1.4282,1.368,0.87296,1.4128,-0.57758,-0.7739,-0.68843,6
-0.66273,-0.53491,-0.68417,-0.65812,0.5793,0.68028,1.2245,0.85125,1.9029,-0.7187,-0.68025,6
-0.66695,-0.53507,-0.69311,-0.66163,1.5309,1.4328,0.068604,1.6165,-0.0034596,-0.8858,-0.68709,6
-0.67142,-0.53528,-0.69448,-0.66656,1.1842,1.156,0.86861,1.3297,1.4637,-0.89223,-0.68937,6
-0.68587,-0.53585,-0.69723,-0.68307,-0.32645,-0.31707,0.77281,-0.10168,-0.17891,-0.77921,-0.69093,6
-0.67584,-0.53546,-0.69638,-0.67136,0.74055,0.76777,0.60163,0.89938,0.43255,-0.85921,-0.69193,6
-0.67402,-0.53541,-0.69213,-0.66995,0.27731,0.35622,1.9343,0.63317,1.8418,-0.7651,-0.68597,6
-0.66747,-0.53515,-0.68522,-0.66346,0.066903,0.20733,0.34074,0.34696,0.3036,-0.70629,-0.67997,6
-0.6562,-0.53455,-0.68352,-0.65072,1.4425,1.4297,0.60656,1.3821,0.14538,-0.71969,-0.67996,6
-0.66797,-0.53516,-0.687,-0.66374,0.72143,0.70786,0.77651,0.87684,-0.018232,-0.7312,-0.68193,6
-0.66359,-0.53493,-0.68727,-0.65864,0.58387,0.70527,0.61105,0.90475,0.29703,-0.7468,-0.67781,6
-0.67731,-0.53556,-0.69057,-0.6741,0.043482,0.11388,1.7361,0.27904,0.53764,-0.71588,-0.68318,6
-0.66919,-0.53521,-0.6884,-0.66493,0.61182,0.64072,1.2909,0.92325,0.31319,-0.7444,-0.68165,6
-0.66453,-0.53503,-0.68028,-0.66085,0.078997,0.16688,1.125,0.34475,0.12619,-0.63674,-0.67727,6
-0.67535,-0.53547,-0.69236,-0.67146,0.72988,0.68608,0.015653,0.90116,0.28215,-0.76952,-0.6857,6
-0.68465,-0.53581,-0.69715,-0.6816,-0.26043,-0.19464,1.1287,-0.025162,0.42114,-0.77212,-0.68327,6
-0.68068,-0.53569,-0.69215,-0.67782,-0.34858,-0.2792,1.0029,-0.17409,-0.037302,-0.72343,-0.68139,6
-0.66616,-0.53509,-0.68419,-0.6621,0.86829,0.82092,0.58447,1.1363,0.24886,-0.67286,-0.67997,6
-0.67318,-0.53539,-0.68996,-0.66933,0.34351,0.44733,1.1744,0.60458,0.20885,-0.72659,-0.68673,6
-0.6756,-0.53547,-0.69263,-0.67171,0.80567,0.73142,1.0998,1.1316,0.56936,-0.78656,-0.68849,6
-0.67296,-0.53538,-0.68858,-0.66931,0.77342,0.695,0.21734,1.0113,0.070599,-0.70711,-0.67976,6
-0.67393,-0.53545,-0.68605,-0.67092,0.016348,0.03068,-0.23612,0.45093,0.95414,-0.62208,-0.67968,6
-0.66693,-0.53509,-0.68943,-0.66215,1.664,1.497,-0.47301,1.5595,0.24595,-0.76013,-0.68291,6
-0.66148,-0.53482,-0.68652,-0.65634,1.4157,1.3198,0.32293,1.3279,0.39821,-0.7466,-0.68327,6
-0.6804,-0.53565,-0.69572,-0.67681,0.55794,0.55315,0.77722,0.87741,0.065629,-0.79985,-0.69019,6
-0.66844,-0.53517,-0.68849,-0.66405,0.90095,0.92632,0.24479,0.89773,0.36233,-0.78418,-0.68458,6
-0.68376,-0.5358,-0.6933,-0.68131,0.00095396,-0.060487,0.25387,0.47797,-0.44319,-0.67521,-0.68791,6
-0.67194,-0.53536,-0.68522,-0.6687,0.41525,0.39706,1.7045,0.7725,0.57526,-0.6703,-0.68041,6
-0.67673,-0.53553,-0.69207,-0.67314,0.11372,0.16478,-0.3901,0.38133,0.40801,-0.74113,-0.68311,6
-0.6777,-0.53558,-0.69076,-0.67453,0.098477,0.1447,0.86454,0.44685,0.30292,-0.67388,-0.6845,6
-0.66742,-0.53516,-0.68352,-0.66368,-0.042537,0.11933,0.71678,0.13604,0.44976,-0.72942,-0.67948,6
-0.67734,-0.53554,-0.69355,-0.6736,0.81796,0.78606,0.79882,1.0987,-0.39019,-0.79371,-0.68806,6
-0.65216,-0.53433,-0.67905,-0.64674,0.79228,0.91002,0.18691,1.069,0.19348,-0.72335,-0.67633,6
-0.67201,-0.53533,-0.69046,-0.66788,0.97614,0.9135,1.1364,1.0291,0.14435,-0.72656,-0.68661,6
-0.65775,-0.53468,-0.67817,-0.65331,0.42551,0.52315,-0.37421,0.81392,0.43033,-0.67352,-0.67639,6
-0.66289,-0.53494,-0.68057,-0.65889,0.43011,0.44844,-0.21018,0.89205,-0.42827,-0.65668,-0.67595,6
-0.67122,-0.5353,-0.68954,-0.66711,0.69792,0.68798,0.50808,0.95148,0.28084,-0.77798,-0.68482,6
-0.64186,-0.53367,-0.67704,-0.63532,1.6728,1.5861,-0.43964,1.5966,0.19894,-0.72367,-0.67459,6
-0.66965,-0.53523,-0.68868,-0.66542,0.30968,0.4,0.89624,0.6141,1.7659,-0.74878,-0.68697,6
-0.66928,-0.53521,-0.68817,-0.66508,0.68959,0.69489,0.82589,0.83713,0.034238,-0.71306,-0.68476,6
